Time,P1,P2,IMe,IMh,Tint,Rec
624,0.9999386,0.993389515,0.838628935,22.06959967,739.6764088,0.9964125
634,0.999943488,0.993705734,0.838628935,22.06959967,739.6764088,0.996483333
644,0.999948376,0.993866844,0.838628935,22.06959967,739.6764088,0.9966625
654,0.999953263,0.994260849,0.838628935,22.06959967,739.6764088,0.99682
664,0.999958151,0.994470255,0.838628935,22.06959967,739.6764088,0.99695
674,0.999963039,0.99480303,0.838628935,22.06959967,739.6764088,0.9970875
684,0.999967927,0.994978899,0.838628935,22.06959967,739.6764088,0.997325
694,0.999972815,0.995414295,0.838628935,22.06959967,739.6764088,0.99755
704,0.999977702,0.995566122,0.838628935,22.06959967,739.6764088,0.99764375
714,0.99998259,0.995797785,0.838628935,22.06959967,739.6764088,0.997716667
724,0.999987478,0.996177124,0.838628935,22.06959967,739.6764088,0.997792857
734,0.999992366,0.99624039,0.838628935,22.06959967,739.6764088,0.997866667
744,0.999997254,0.996283785,0.838628935,22.06959967,739.6764088,0.9978875
754,1,0.996340033,0.838628935,22.06959967,739.6764088,0.998003571
764,1,0.996423248,0.838628935,22.06959967,739.6764088,0.998039286
774,1,0.996630857,0.838628935,22.06959967,739.6764088,0.998191667
784,1,0.996814158,0.838628935,22.06959967,739.6764088,0.9983
794,1,0.99689116,0.838628935,22.06959967,739.6764088,0.998380769
804,1,0.997310223,0.838628935,22.06959967,739.6764088,0.998441667
814,1,0.997365245,0.838628935,22.06959967,739.6764088,0.998616
824,1,0.99745939,0.838628935,22.06959967,739.6764088,0.998636
834,1,0.997618699,0.838628935,22.06959967,739.6764088,0.998702
844,1,0.997652677,0.838628935,22.06959967,739.6764088,0.998722
854,1,0.997686655,0.838628935,22.06959967,739.6764088,0.998742
864,1,0.997940328,0.838628935,22.06959967,739.6764088,0.99881
874,1,0.998123256,0.838628935,22.06959967,739.6764088,0.998955882
884,1,0.998186896,0.838628935,22.06959967,739.6764088,0.998985294
894,1,0.998293745,0.838628935,22.06959967,739.6764088,0.999025
904,1,0.998420701,0.838628935,22.06959967,739.6764088,0.999125
914,1,0.998451151,0.838628935,22.06959967,739.6764088,0.999162963
924,1,0.998481601,0.838628935,22.06959967,739.6764088,0.999181481
934,1,0.998600775,0.838628935,22.06959967,739.6764088,0.9992
944,1,0.998627739,0.838628935,22.06959967,739.6764088,0.999226316
954,1,0.998654704,0.838628935,22.06959967,739.6764088,0.999252273
964,1,0.998681668,0.838628935,22.06959967,739.6764088,0.999275
974,1,0.998715163,0.838628935,22.06959967,739.6764088,0.999297727
984,1,0.998762526,0.838628935,22.06959967,739.6764088,0.9993125
994,1,0.998812793,0.838628935,22.06959967,739.6764088,0.999326389
4,0.995652676,0.997701371,0.056543998,66.34663072,587.8411849,0.4986
14,0.996842591,0.999653809,0.056543998,66.34663072,587.8411849,0.996475
24,0.997213353,1,0.056543998,66.34663072,587.8411849,0.997075
34,0.997264842,1,0.056543998,66.34663072,587.8411849,0.997253333
44,0.997669493,1,0.056543998,66.34663072,587.8411849,0.9975
54,0.997867501,1,0.056543998,66.34663072,587.8411849,0.9978125
64,0.998059023,1,0.056543998,66.34663072,587.8411849,0.9980125
74,0.998168418,1,0.056543998,66.34663072,587.8411849,0.998125
84,0.998244469,1,0.056543998,66.34663072,587.8411849,0.998209091
94,0.998360144,1,0.056543998,66.34663072,587.8411849,0.998275
